	author	isbn10	isbn13	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	asin	author_title
1348	Richard Castle	1401394760	9781401394769	2009-11-21	5	11	14	HEAT WAVE		Richard Castle**HEAT WAVE
1349	Stephen King	1439148503	9781439148501	2009-11-21	2	1	2	UNDER THE DOME, PART 1		Stephen King**UNDER THE DOME, PART 1
1350	Clive Cussler and Justin Scott	0399155996	9780399155994	2009-11-21	1	0	6	THE WRECKER		Clive Cussler and Justin Scott**THE WRECKER
1351	Michael Connelly	0316166316	9780316166317	2009-11-21	0	0	19	NINE DRAGONS		Michael Connelly**NINE DRAGONS
1352	David Baldacci	0446195510	9780446195515	2009-11-21	4	7	7	TRUE BLUE		David Baldacci**TRUE BLUE
1353	Nicholas Sparks	044655815X	9780446558150	2009-11-21	11	13	12	THE LAST SONG		Nicholas Sparks**THE LAST SONG
1354	John Irving	1400063841	9781400063840	2009-11-21	3	0	16	LAST NIGHT IN TWISTED RIVER		John Irving**LAST NIGHT IN TWISTED RIVER
1355	Kathryn Stockett	0399155341	9780399155345	2009-11-21	34	4	5	THE HELP		Kathryn Stockett**THE HELP
1356	Patricia Cornwell	0399156399	9780399156397	2009-11-21	5	12	11	THE SCARPETTA FACTOR		Patricia Cornwell**THE SCARPETTA FACTOR
1357	Dan Brown	0385533136	9780385533133	2009-11-21	10	2	3	THE LOST SYMBOL		Dan Brown**THE LOST SYMBOL
1358	James Patterson	0316071900	9780316071901	2009-11-21	1	0	1	CROSS FIRE		James Patterson**CROSS FIRE
1359	Barbara Kingsolver	0060852577	9780060852573	2009-11-21	3	5	8	THE LACUNA		Barbara Kingsolver**THE LACUNA
1360	Tana French	0670021873	9780670021871	2010-07-18	1	0	8	FAITHFUL PLACE		Tana French**FAITHFUL PLACE
1361	Stieg Larsson	030726999X	9780307269997	2010-07-18	8	2	1	THE GIRL WHO KICKED THE HORNET’S NEST		Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST
1362	Nora Roberts	0399156577	9780399156571	2010-07-18	2	1	3	THE SEARCH		Nora Roberts**THE SEARCH
1363	Lisa Gardner	0553807242	9780553807240	2010-07-18	1	0	10	LIVE TO TELL		Lisa Gardner**LIVE TO TELL
1364	Nelson DeMille	044658083X	9780446580830	2010-07-18	6	9	12	THE LION		Nelson DeMille**THE LION
1365	James Lee Burke	1439128294	9781439128299	2010-07-18	1	0	6	THE GLASS RAINBOW		James Lee Burke**THE GLASS RAINBOW
1366	Chevy Stevens	0312595670	9780312595678	2010-07-18	0	0	19	STILL MISSING		Chevy Stevens**STILL MISSING
1367	Charlaine Harris	0441018645	9780441018642	2010-07-18	0	0	17	DEAD IN THE FAMILY		Charlaine Harris**DEAD IN THE FAMILY
1368	Tess Gerritsen	034551548X	9780345515483	2010-07-18	3	12	14	ICE COLD		Tess Gerritsen**ICE COLD
1369	Christopher Reich	0385531540	9780385531542	2010-07-18	0	0	18	RULES OF BETRAYAL		Christopher Reich**RULES OF BETRAYAL
1370	Jennifer Weiner	0743294270	9780743294270	2010-07-18	1	0	2	FLY AWAY HOME		Jennifer Weiner**FLY AWAY HOME
1371	Janet Evanovich	0312383304	9780312383305	2010-07-18	4	4	7	SIZZLING SIXTEEN		Janet Evanovich**SIZZLING SIXTEEN
1372	Justin Cronin	0345504968	9780345504968	2010-07-18	6	7	11	THE PASSAGE		Justin Cronin**THE PASSAGE
1373	Glenn Beck	1439184305	9781439184301	2010-07-18	5	6	9	THE OVERTON WINDOW		Glenn Beck**THE OVERTON WINDOW
1374	Danielle Steel	0385343167	9780385343169	2010-07-18	0	0	20	FAMILY TIES		Danielle Steel**FAMILY TIES
1375	Elin Hilderbrand	0316043877	9780316043878	2010-07-18	2	10	15	THE ISLAND		Elin Hilderbrand**THE ISLAND
1376	James Patterson and Maxine Paetro	0316096156	9780316096157	2010-07-18	3	3	5	PRIVATE: #1 SUSPECT		James Patterson and Maxine Paetro**PRIVATE: #1 SUSPECT
1377	Brad Thor	1416586598	9781416586593	2010-07-18	3	8	13	FOREIGN INFLUENCE		Brad Thor**FOREIGN INFLUENCE
1378	Kathryn Stockett	0399155341	9780399155345	2010-07-18	68	5	4	THE HELP		Kathryn Stockett**THE HELP
1379	David Mitchell	1400065453	9781400065455	2010-07-18	0	0	16	THE THOUSAND AUTUMNS OF JACOB DE ZOET		David Mitchell**THE THOUSAND AUTUMNS OF JACOB DE ZOET
1380	Joel C Rosenberg	141431163X	9781414311630	2010-10-31	2	8	16	THE TWELFTH IMAM		Joel C Rosenberg**THE TWELFTH IMAM
1381	Jim Butcher	045146365X	9780451463654	2010-10-31	1	0	5	SIDE JOBS		Jim Butcher**SIDE JOBS
1382	Christie Golden	1416550747	9781416550747	2010-10-31	0	0	17	JAINA PROUDMOORE: TIDES OF WAR		Christie Golden**JAINA PROUDMOORE: TIDES OF WAR
1383	Stieg Larsson	030726999X	9780307269997	2010-10-31	23	4	4	THE GIRL WHO KICKED THE HORNET’S NEST		Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST
1384	Emma Donoghue	0316098337	9780316098335	2010-10-31	6	0	15	ROOM		Emma Donoghue**ROOM
1385	Ken Follett	0525951652	9780525951650	2010-10-31	5	5	7	FALL OF GIANTS		Ken Follett**FALL OF GIANTS
1386	Jonathan Franzen	0374158460	9780374158460	2010-10-31	9	10	9	FREEDOM		Jonathan Franzen**FREEDOM
1387	David Sedaris	0316038393	9780316038393	2010-10-31	5	9	11	SQUIRREL SEEKS CHIPMUNK		David Sedaris**SQUIRREL SEEKS CHIPMUNK
1388	Jan Karon	0670022128	9780670022120	2010-10-31	2	2	6	IN THE COMPANY OF OTHERS		Jan Karon**IN THE COMPANY OF OTHERS
1389	Lisa Kleypas	0312605862	9780312605865	2010-10-31	0	0	18	CHRISTMAS EVE AT FRIDAY HARBOR		Lisa Kleypas**CHRISTMAS EVE AT FRIDAY HARBOR
1390	John le Carré	0670022241	9780670022243	2010-10-31	3	14	14	OUR KIND OF TRAITOR		John le Carré**OUR KIND OF TRAITOR
1391	James Patterson and Howard Roughan	0316036234	9780316036238	2010-10-31	5	11	13	DON’T BLINK		James Patterson and Howard Roughan**DON’T BLINK
1392	Richard Castle	1401324029	9781401324025	2010-10-31	0	0	19	NAKED HEAT		Richard Castle**NAKED HEAT
1393	Raymond Khoury	0525951849	9780525951841	2010-10-31	0	0	20	THE TEMPLAR SALVATION		Raymond Khoury**THE TEMPLAR SALVATION
1394	Michael Connelly	0316069485	9780316069489	2010-10-31	4	7	10	THE REVERSAL		Michael Connelly**THE REVERSAL
1395	John Grisham	0385528043	9780385528047	2010-10-31	1	0	1	THE CONFESSION		John Grisham**THE CONFESSION
1396	Kathryn Stockett	0399155341	9780399155345	2010-10-31	83	12	12	THE HELP		Kathryn Stockett**THE HELP
1397	Vince Flynn	141659518X	9781416595182	2010-10-31	3	3	3	AMERICAN ASSASSIN		Vince Flynn**AMERICAN ASSASSIN
1398	Nicholas Sparks	044654759X	9780446547598	2010-10-31	7	6	8	SAFE HAVEN		Nicholas Sparks**SAFE HAVEN
1399	Lee Child	0385344317	9780385344319	2010-10-31	2	1	2	WORTH DYING FOR		Lee Child**WORTH DYING FOR
1400	Hilary Mantel	0805080686	9780805080681	2009-10-17	1	0	15	WOLF HALL		Hilary Mantel**WOLF HALL
1401	Diana Gabaldon	0385342454	9780385342452	2009-10-17	4	8	9	AN ECHO IN THE BONE		Diana Gabaldon**AN ECHO IN THE BONE
1402	Charlaine Harris	0441017150	9780441017157	2009-10-17	0	0	19	DEAD AND GONE		Charlaine Harris**DEAD AND GONE
1403	Kresley Cole and Gena Showalter	1439159661	9781439159668	2009-10-17	0	0	16	DEEP KISS OF WINTER		Kresley Cole and Gena Showalter**DEEP KISS OF WINTER
1404	Charlaine Harris	0441017835	9780441017836	2009-10-17	2	2	6	A TOUCH OF DEAD		Charlaine Harris**A TOUCH OF DEAD
1405	Robert B Parker	0399155945	9780399155949	2009-10-17	2	4	10	THE PROFESSIONAL		Robert B Parker**THE PROFESSIONAL
1406	Nicholas Sparks	044655815X	9780446558150	2009-10-17	6	5	5	THE LAST SONG		Nicholas Sparks**THE LAST SONG
1407	Richard Castle	1401394760	9781401394769	2009-10-17	1	0	11	HEAT WAVE		Richard Castle**HEAT WAVE
1408	Jonathan Kellerman	0345518144	9780345518149	2009-10-17	2	6	12	EVIDENCE		Jonathan Kellerman**EVIDENCE
1409	John Sandford	0399155988	9780399155987	2009-10-17	3	9	8	ROUGH COUNTRY		John Sandford**ROUGH COUNTRY
1410	Vince Flynn	1416595163	9781416595168	2009-10-17	1	0	2	PURSUIT OF HONOR		Vince Flynn**PURSUIT OF HONOR
1411	Audrey Niffenegger	1439169179	9781439169179	2009-10-17	3	10	14	HER FEARFUL SYMMETRY		Audrey Niffenegger**HER FEARFUL SYMMETRY
1412	Jeannette Walls	1416586288	9781416586289	2009-10-17	2	7	7	HALF BROKE HORSES		Jeannette Walls**HALF BROKE HORSES
1413	Eoin Colfer	1401323588	9781401323585	2009-10-17	0	0	20	AND ANOTHER THING...		Eoin Colfer**AND ANOTHER THING...
1414	Michael Connelly	0316166316	9780316166317	2009-10-17	1	0	3	NINE DRAGONS		Michael Connelly**NINE DRAGONS
1415	Kathryn Stockett	0399155341	9780399155345	2009-10-17	29	3	4	THE HELP		Kathryn Stockett**THE HELP
1416	R A Salvatore	0786952334	9780786952335	2009-10-17	0	0	17	THE GHOST KING		R A Salvatore**THE GHOST KING
1417	Dan Brown	0385533136	9780385533133	2009-10-17	5	1	1	THE LOST SYMBOL		Dan Brown**THE LOST SYMBOL
1418	Joe Schreiber	0345509625	9780345509628	2009-10-17	1	0	13	DEATH TROOPERS		Joe Schreiber**DEATH TROOPERS
1419	Pat Conroy	038541305X	9780385413053	2009-10-17	0	0	18	SOUTH OF BROAD		Pat Conroy**SOUTH OF BROAD
1420	Michael Crichton	0061929379	9780061929373	2009-11-28	1	0	2	PIRATE LATITUDES		Michael Crichton**PIRATE LATITUDES
1421	John Grisham	0739377388	9780739377383	2009-11-28	4	4	6	FORD COUNTY		John Grisham**FORD COUNTY
1422	Dean Koontz	0553807153	9780553807158	2009-11-28	1	0	5	BREATHLESS		Dean Koontz**BREATHLESS
1423	Glenn Beck with Kevin Balfe and Jason Wright	141659485X	9781416594857	2009-11-28	0	0	17	THE CHRISTMAS SWEATER		Glenn Beck with Kevin Balfe and Jason Wright**THE CHRISTMAS SWEATER
1424	Robert Jordan and Brandon Sanderson	0765302306	9780765302304	2009-11-28	5	9	12	THE GATHERING STORM		Robert Jordan and Brandon Sanderson**THE GATHERING STORM
1425	Clive Cussler and Justin Scott	0399155996	9780399155994	2009-11-28	2	6	9	THE WRECKER		Clive Cussler and Justin Scott**THE WRECKER
1426	Jim Butcher	044101769X	9780441017690	2009-11-28	1	0	7	FIRST LORD’S FURY		Jim Butcher**FIRST LORD’S FURY
1427	Nicholas Sparks	044655815X	9780446558150	2009-11-28	12	12	10	THE LAST SONG		Nicholas Sparks**THE LAST SONG
1428	Richard Castle	1401394760	9781401394769	2009-11-28	0	0	16	HEAT WAVE		Richard Castle**HEAT WAVE
1429	Stephen King	1439148503	9781439148501	2009-11-28	3	2	4	UNDER THE DOME, PART 1		Stephen King**UNDER THE DOME, PART 1
1430	Vince Flynn	1416595163	9781416595168	2009-11-28	7	10	11	PURSUIT OF HONOR		Vince Flynn**PURSUIT OF HONOR
1431	Stieg Larsson	0307269981	9780307269980	2009-11-28	0	0	18	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
1432	David Baldacci	0446195510	9780446195515	2009-11-28	5	7	14	TRUE BLUE		David Baldacci**TRUE BLUE
1433	Jeannette Walls	1416586288	9781416586289	2009-11-28	0	0	19	HALF BROKE HORSES		Jeannette Walls**HALF BROKE HORSES
1434	John Irving	1400063841	9781400063840	2009-11-28	0	0	20	LAST NIGHT IN TWISTED RIVER		John Irving**LAST NIGHT IN TWISTED RIVER
1435	Kathryn Stockett	0399155341	9780399155345	2009-11-28	35	5	8	THE HELP		Kathryn Stockett**THE HELP
1436	Barbara Kingsolver	0060852577	9780060852573	2009-11-28	4	8	13	THE LACUNA		Barbara Kingsolver**THE LACUNA
1437	Dan Brown	0385533136	9780385533133	2009-11-28	11	3	3	THE LOST SYMBOL		Dan Brown**THE LOST SYMBOL
1438	James Patterson	0316071900	9780316071901	2009-11-28	2	1	1	CROSS FIRE		James Patterson**CROSS FIRE
1439	Patricia Cornwell	0399156399	9780399156397	2009-11-28	6	11	15	THE SCARPETTA FACTOR		Patricia Cornwell**THE SCARPETTA FACTOR
1440	Diana Gabaldon	0385342454	9780385342452	2009-10-10	3	2	8	AN ECHO IN THE BONE		Diana Gabaldon**AN ECHO IN THE BONE
1441	Jeannette Walls	1416586288	9781416586289	2009-10-10	1	0	7	HALF BROKE HORSES		Jeannette Walls**HALF BROKE HORSES
1442	Charlaine Harris	0441017150	9780441017157	2009-10-10	23	13	15	DEAD AND GONE		Charlaine Harris**DEAD AND GONE
1443	Debbie Macomber	142684056X	9781426840562	2009-10-10	0	0	17	THE PERFECT CHRISTMAS		Debbie Macomber**THE PERFECT CHRISTMAS
1444	Terry Pratchett	0061161705	9780061161704	2009-10-10	1	0	13	THE UNSEEN ACADEMICALS		Terry Pratchett**THE UNSEEN ACADEMICALS
1445	Robert B Parker	0399155945	9780399155949	2009-10-10	1	0	4	THE PROFESSIONAL		Robert B Parker**THE PROFESSIONAL
1446	Stuart Woods	0399156011	9780399156014	2009-10-10	0	0	18	HOTHOUSE ORCHID		Stuart Woods**HOTHOUSE ORCHID
1447	Charlaine Harris	0441017835	9780441017836	2009-10-10	1	0	2	A TOUCH OF DEAD		Charlaine Harris**A TOUCH OF DEAD
1448	Jonathan Kellerman	0345518144	9780345518149	2009-10-10	1	0	6	EVIDENCE		Jonathan Kellerman**EVIDENCE
1449	John Sandford	0399155988	9780399155987	2009-10-10	2	3	9	ROUGH COUNTRY		John Sandford**ROUGH COUNTRY
1450	Richard Paul Evans	1439150001	9781439150009	2009-10-10	1	0	12	THE CHRISTMAS LIST		Richard Paul Evans**THE CHRISTMAS LIST
1451	Stieg Larsson	0307269981	9780307269980	2009-10-10	0	0	20	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
1452	Audrey Niffenegger	1439169179	9781439169179	2009-10-10	2	6	10	HER FEARFUL SYMMETRY		Audrey Niffenegger**HER FEARFUL SYMMETRY
1453	Nicholas Sparks	044655815X	9780446558150	2009-10-10	5	4	5	THE LAST SONG		Nicholas Sparks**THE LAST SONG
1454	Pat Conroy	038541305X	9780385413053	2009-10-10	9	8	14	SOUTH OF BROAD		Pat Conroy**SOUTH OF BROAD
1455	Kathryn Stockett	0399155341	9780399155345	2009-10-10	28	5	3	THE HELP		Kathryn Stockett**THE HELP
1456	R A Salvatore	0786952334	9780786952335	2009-10-10	1	0	11	THE GHOST KING		R A Salvatore**THE GHOST KING
1457	Dan Brown	0385533136	9780385533133	2009-10-10	4	1	1	THE LOST SYMBOL		Dan Brown**THE LOST SYMBOL
1458	James Patterson and Richard DiLallo	0316072621	9780316072625	2009-10-10	0	0	16	ALEX CROSS’S ‘TRIAL’		James Patterson and Richard DiLallo**ALEX CROSS’S ‘TRIAL’
1459	Nick Horn	1594488878	9781594488870	2009-10-10	0	0	19	JULIET, NAKED		Nick Horn**JULIET, NAKED
1460	Lisa Scottoline	0312380720	9780312380724	2009-05-09	0	0	16	LOOK AGAIN		Lisa Scottoline**LOOK AGAIN
1461	Elizabeth Berg	1400065119	9781400065110	2009-05-09	0	0	19	HOME SAFE		Elizabeth Berg**HOME SAFE
1462	Charlaine Harris	0441017150	9780441017157	2009-05-09	1	0	1	DEAD AND GONE		Charlaine Harris**DEAD AND GONE
1463	John Grisham	0385517831	9780385517836	2009-05-09	14	0	14	THE ASSOCIATE		John Grisham**THE ASSOCIATE
1464	Debbie Macomber	0778326438	9780778326434	2009-05-09	2	4	7	SUMMER ON BLOSSOM STREET		Debbie Macomber**SUMMER ON BLOSSOM STREET
1465	JR Ward	045122857X	9780451228574	2009-05-09	2	2	9	LOVER AVENGED		JR Ward**LOVER AVENGED
1466	Stuart Woods	0399155783	9780399155789	2009-05-09	3	7	13	LOITERING WITH INTENT		Stuart Woods**LOITERING WITH INTENT
1467	Jim Butcher	0451462564	9780451462565	2009-05-09	0	0	20	TURN COAT		Jim Butcher**TURN COAT
1468	Robert B Parker	0399155716	9780399155710	2009-05-09	1	0	11	BRIMSTONE		Robert B Parker**BRIMSTONE
1469	Stephenie Meyer	0316068047	9780316068048	2009-05-09	52	8	8	THE HOST		Stephenie Meyer**THE HOST
1470	Colm Toibin	1439138311	9781439138311	2009-05-09	0	0	17	BROOKLYN		Colm Toibin**BROOKLYN
1471	Amanda Quick	0399155805	9780399155802	2009-05-09	0	0	18	THE PERFECT POISON		Amanda Quick**THE PERFECT POISON
1472	J R R Tolkien	0547273428	9780547273426	2009-05-09	1	0	10	THE LEGEND OF SIGURD AND GUDRUN		J R R Tolkien**THE LEGEND OF SIGURD AND GUDRUN
1473	Jodi Picoult	0743296419	9780743296410	2009-05-09	10	16	15	HANDLE WITH CARE		Jodi Picoult**HANDLE WITH CARE
1474	David Baldacci	044654695X	9780446546959	2009-05-09	3	3	4	FIRST FAMILY		David Baldacci**FIRST FAMILY
1475	Chuck Palahniuk	0385526342	9780385526340	2009-05-09	1	0	3	PYGMY		Chuck Palahniuk**PYGMY
1476	Mary Higgins Clark	1416570861	9781416570868	2009-05-09	5	6	6	JUST TAKE MY HEART		Mary Higgins Clark**JUST TAKE MY HEART
1477	Kathryn Stockett	0399155341	9780399155345	2009-05-09	7	11	12	THE HELP		Kathryn Stockett**THE HELP
1478	Alexander McCall Smith	0375424490	9780375424496	2009-05-09	3	5	5	TEA TIME FOR THE TRADITIONALLY BUILT		Alexander McCall Smith**TEA TIME FOR THE TRADITIONALLY BUILT
1479	James Patterson and Maxine Paetro	0316018767	9780316018760	2009-05-09	2	1	2	THE 8TH CONFESSION		James Patterson and Maxine Paetro**THE 8TH CONFESSION
1480	Janet Evanovich	0312383282	9780312383282	2009-08-01	6	7	9	FINGER LICKIN’ FIFTEEN		Janet Evanovich**FINGER LICKIN’ FIFTEEN
1481	J A Jance	0061239224	9780061239229	2009-08-01	2	8	10	FIRE AND ICE		J A Jance**FIRE AND ICE
1482	Stieg Larsson	0307269981	9780307269980	2009-08-01	1	0	1	THE GIRL WHO PLAYED WITH FIRE		Stieg Larsson**THE GIRL WHO PLAYED WITH FIRE
1483	Nora Roberts	0399155872	9780399155871	2009-08-01	4	6	8	BLACK HILLS		Nora Roberts**BLACK HILLS
1484	Sophie Kinsella	0385342020	9780385342025	2009-08-01	2	4	6	TWENTIES GIRL		Sophie Kinsella**TWENTIES GIRL
1485	Steve Martini	0061230901	9780061230905	2009-08-01	0	0	20	GUARDIAN OF LIES		Steve Martini**GUARDIAN OF LIES
1486	Carlos Ruiz Zafón	0385528701	9780385528702	2009-08-01	0	0	18	THE ANGEL'S GAME		Carlos Ruiz Zafón**THE ANGEL'S GAME
1487	Daniel Silva	0399155686	9780399155680	2009-08-01	2	1	2	THE DEFECTOR		Daniel Silva**THE DEFECTOR
1488	Brad Thor	1416586571	9781416586579	2009-08-01	0	0	16	THE APOSTLE		Brad Thor**THE APOSTLE
1489	James Rollins	0061231401	9780061231407	2009-08-01	0	0	17	THE DOOMSDAY KEY		James Rollins**THE DOOMSDAY KEY
1490	James Patterson and Maxine Paetro	0316018775	9780316018777	2009-08-01	5	3	5	SWIMSUIT		James Patterson and Maxine Paetro**SWIMSUIT
1491	Suzanne Brockmann	0345501578	9780345501578	2009-08-01	1	0	7	HOT PURSUIT		Suzanne Brockmann**HOT PURSUIT
1492	Stephenie Meyer	0316068047	9780316068048	2009-08-01	59	0	12	THE HOST		Stephenie Meyer**THE HOST
1493	Charlaine Harris	0441017150	9780441017157	2009-08-01	13	11	11	DEAD AND GONE		Charlaine Harris**DEAD AND GONE
1494	Jennifer Weiner	0743294297	9780743294294	2009-08-01	3	2	3	BEST FRIENDS FOREVER		Jennifer Weiner**BEST FRIENDS FOREVER
1495	Greg Iles	0743292510	9780743292511	2009-08-01	4	9	13	THE DEVIL’S PUNCHBOWL		Greg Iles**THE DEVIL’S PUNCHBOWL
1496	Dorothea Benton Frank	0061438456	9780061438455	2009-08-01	0	0	19	RETURN TO SULLIVANS ISLAND		Dorothea Benton Frank**RETURN TO SULLIVANS ISLAND
1497	Lisa See	1400067111	9781400067114	2009-08-01	10	15	14	SHANGHAI GIRLS		Lisa See**SHANGHAI GIRLS
1498	Kathryn Stockett	0399155341	9780399155345	2009-08-01	18	5	4	THE HELP		Kathryn Stockett**THE HELP
1499	James Lee Burke	1439128243	9781439128244	2009-08-01	3	10	15	RAIN GODS		James Lee Burke**RAIN GODS
1500	Elizabeth Berg	1400065119	9781400065110	2009-05-02	1	0	14	HOME SAFE		Elizabeth Berg**HOME SAFE
1501	Fern Michaels	0758212720	9780758212726	2009-05-02	0	0	19	MR. AND MISS ANONYMOUS		Fern Michaels**MR. AND MISS ANONYMOUS
1502	Laurie R King	0553804545	9780553804546	2009-05-02	1	0	9	THE LANGUAGE OF BEES		Laurie R King**THE LANGUAGE OF BEES
1503	David Baldacci	044654695X	9780446546959	2009-05-02	2	1	3	FIRST FAMILY		David Baldacci**FIRST FAMILY
1504	Debbie Macomber	0778326438	9780778326434	2009-05-02	1	0	4	SUMMER ON BLOSSOM STREET		Debbie Macomber**SUMMER ON BLOSSOM STREET
1505	JR Ward	045122857X	9780451228574	2009-05-02	1	0	2	LOVER AVENGED		JR Ward**LOVER AVENGED
1506	Harlan Coben	0525951059	9780525951056	2009-05-02	5	9	13	LONG LOST		Harlan Coben**LONG LOST
1507	James Patterson and Maxine Paetro	0316018767	9780316018760	2009-05-02	1	0	1	THE 8TH CONFESSION		James Patterson and Maxine Paetro**THE 8TH CONFESSION
1508	Jim Butcher	0451462564	9780451462565	2009-05-02	0	0	17	TURN COAT		Jim Butcher**TURN COAT
1509	Amanda Quick	0399155805	9780399155802	2009-05-02	2	5	12	THE PERFECT POISON		Amanda Quick**THE PERFECT POISON
1510	Mary Ann Shaffer and Annie Barrows	0385340990	9780385340991	2009-05-02	33	14	15	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY		Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
1511	Lisa Scottoline	0312380720	9780312380724	2009-05-02	3	7	10	LOOK AGAIN		Lisa Scottoline**LOOK AGAIN
1512	Jodi Picoult	0743296419	9780743296410	2009-05-02	9	12	16	HANDLE WITH CARE		Jodi Picoult**HANDLE WITH CARE
1513	John Grisham	0385517831	9780385517836	2009-05-02	0	0	20	THE ASSOCIATE		John Grisham**THE ASSOCIATE
1514	Alexander McCall Smith	0375424490	9780375424496	2009-05-02	2	2	5	TEA TIME FOR THE TRADITIONALLY BUILT		Alexander McCall Smith**TEA TIME FOR THE TRADITIONALLY BUILT
1515	Stephenie Meyer	0316068047	9780316068048	2009-05-02	51	6	8	THE HOST		Stephenie Meyer**THE HOST
1516	Mary Higgins Clark	1416570861	9781416570868	2009-05-02	4	4	6	JUST TAKE MY HEART		Mary Higgins Clark**JUST TAKE MY HEART
1517	Kathryn Stockett	0399155341	9780399155345	2009-05-02	6	13	11	THE HELP		Kathryn Stockett**THE HELP
1518	Iris Johansen	0312368119	9780312368111	2009-05-02	0	0	18	DEADLOCK		Iris Johansen**DEADLOCK
1519	Stuart Woods	0399155783	9780399155789	2009-05-02	2	3	7	LOITERING WITH INTENT		Stuart Woods**LOITERING WITH INTENT
1520	Stephen Coonts	0312323573	9780312323578	2008-08-30	0	0	19	THE ASSASSIN		Stephen Coonts**THE ASSASSIN
1521	Faye Kellerman	0061227331	9780061227332	2008-08-30	3	11	15	THE MERCEDES COFFIN		Faye Kellerman**THE MERCEDES COFFIN
1522	Barbara Taylor Bradford	0312354630	9780312354633	2008-08-30	0	0	18	BEING ELIZABETH		Barbara Taylor Bradford**BEING ELIZABETH
1523	Sandra Brown	1416563067	9781416563068	2008-08-30	3	2	8	SMOKE SCREEN		Sandra Brown**SMOKE SCREEN
1524	Mary Ann Shaffer and Annie Barrows	0385340990	9780385340991	2008-08-30	5	3	3	THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY		Mary Ann Shaffer and Annie Barrows**THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY
1525	Sean Williams	0345499026	9780345499028	2008-08-30	2	1	9	THE FORCE UNLEASHED		Sean Williams**THE FORCE UNLEASHED
1526	Daniel Silva	0451224507	9780451224507	2008-08-30	6	7	10	THE SECRET SERVANT		Daniel Silva**THE SECRET SERVANT
1527	Dick Francis and Felix Francis	0399155333	9780399155338	2008-08-30	1	0	4	SILKS		Dick Francis and Felix Francis**SILKS
1528	Susan Wiggs	0778325776	9780778325772	2008-08-30	0	0	17	JUST BREATHE		Susan Wiggs**JUST BREATHE
1529	Brunonia Barry	0061624764	9780061624766	2008-08-30	5	10	13	THE LACE READER		Brunonia Barry**THE LACE READER
1530	Robin Cook	0399155023	9780399155024	2008-08-30	0	0	20	FOREIGN BODY		Robin Cook**FOREIGN BODY
1531	Stephenie Meyer	0316068047	9780316068048	2008-08-30	17	5	5	THE HOST		Stephenie Meyer**THE HOST
1532	Anne Rivers Siddons	0446527874	9780446527873	2008-08-30	3	9	12	OFF SEASON		Anne Rivers Siddons**OFF SEASON
1533	Sherrilyn Kenyon	0312362153	9780312362157	2008-08-30	4	6	11	ACHERON		Sherrilyn Kenyon**ACHERON
1534	Eric Van Lustbader	0446539864	9780446539869	2008-08-30	5	4	7	THE BOURNE SANCTION		Eric Van Lustbader**THE BOURNE SANCTION
1535	Jack Higgins	0399155139	9780399155130	2008-08-30	2	15	14	ROUGH JUSTICE		Jack Higgins**ROUGH JUSTICE
